project,source,content,score,comments,"technical update, 
accidents, 
team and partnership update, 
changes in tokenomics, 
whale movement, 
regulation related to crypto industry
Roadmap Updates
Adoption Metrics
External Audits
Competitor Movements
Token Listings
Legal & Lawsuits"
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of August 11th, 2023:

Ethereum | BCH-USD
Ethereum | DNT-ETH
Ethereum | EOS-USD
Ethereum | ERN-USD
Ethereum | GOOGL.US
Ethereum | NFLX.US
Ethereum | OCEAN-USD
Ethereum | XRP-USD
Ethereum | ZCN-USD
Ethereum | DODO-USD
Ethereum | BOND-ETH 
Ethereum | INJ-USD 
Matic | BSV-USD
Matic | NEO-USD 
Avalanche | TUSD PoR (Avalanche) 

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of July 28th, 2023:

BSC | WBTC-USD
ETHEREUM | JPEGD Autoglyphs-ETH
ETHEREUM | PAX POR
ETHEREUM | PAXG POR
Matic | NEO-USD
Matic | COP-USD


More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/ ",1,technical update,
CHAINLINK,Discord,"Hey there,

Our Optimism Bedrock mainnet feeds and Chainlink Automation services are now live and ready for consumption.

Let us know if you experience any issues or have any questions.",0,marketing,
CHAINLINK,Discord,"Hey there,

Following the successful migration of the Optimism mainnet to Bedrock, we have initiated the process of bringing Chainlink Data Feeds and Chainlink Automation services live.
During this time, we advise not consuming Chainlink Data Feeds or using Chainlink Automation. As our tests come to completion, we'll start making the services available. We'll keep you updated once all services are available to use!

In the meantime, let us know if you have any questions.",1,technical update,
CHAINLINK,Discord,"Hello,

As part of Optimism's roadmap to transition to the OP tech stack, the Optimism Mainnet will migrate to Bedrock on June 6th at 16:00 UTC. During this process, Optimism’s Mainnet will have a 2-4 hour downtime as the Optimism team performs the upgrade.

In preparation for this upgrade, we've partnered with Optimism’s team to ensure a smooth transition plan for the Chainlink Data Feeds and Chainlink Automation services that support your dApps.

When Chainlink services resume normal operations, we'll notify you through our standard communication channels.

PLEASE NOTE: During the downtime, please do not consume Chainlink Data Feeds or use Chainlink Automation services until we update you of the services availability. If you are actively consuming Chainlink Data Feeds or using Chainlink Automation on Optimism, we advise pausing your protocol operation in advance of the Bedrock upgrade. You can resume once Chainlink services are available for use.

Please let us know if you have any questions.",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of May 10th, 2023:

ETHEREUM | EURS RESERVES
ETHEREUM | ALUSD-USD
ETHEREUM | FEI-USD
ETHEREUM | REN-USD
ETHEREUM | XMR-USD
ETHEREUM | BCH-USD


More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of April 26th, 2023:

ETHEREUM | ETC-USD
ETHEREUM | FB-USD
ETHEREUM | AMZN-USD
ETHEREUM | SRM-ETH
ETHEREUM | OM-USD
ETHEREUM | DASH-USD
ETHEREUM | FTT-USD
ETHEREUM | N225-JPY
ETHEREUM | FTSE-GBP

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of April 26th, 2023:

ETHEREUM | ETC-USD
ETHEREUM | FB-USD
ETHEREUM | AMZN-USD
ETHEREUM | SRM-ETH
ETHEREUM | OM-USD
ETHEREUM | DASH-USD
ETHEREUM | FTT-USD
ETHEREUM | N225-JPY
ETHEREUM | FTSE-GBP

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of April 12th, 2023:

ETHEREUM | BCOMCO.INDX
ETHEREUM | TSLA.US
ETHEREUM | CVIX-USD
MATIC | BSV-USD
MATIC | NEO-USD
MATIC | BTC-USDT
MATIC | VET-USD
MATIC | MIOTA-USD
BSC | WBTC-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of April 5th, 2023:

ETHEREUM | CEL-ETH
ETHEREUM | BTC-DIFFICULTY
ETHEREUM | BTC-HEIGHT
ETHEREUM | ARPA-USD
ETHEREUM | PLA-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of March 22nd, 2023:

ETHEREUM | USDK-USD

The following Data Feeds will no longer be supported as of March 29th, 2023:

BSC | CREAM-USD
BSC | DPI-USD
BSC | BTT-USD
ETHEREUM | UMEE-ETH
ETHEREUM | HT-USD
ETHEREUM| OHM-ETH
MATIC | HT-USD
MATIC | LEO-USD
MATIC | EURT-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/
",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of March 15th, 2023:

ETHEREUM | FLOKI-USD
ETHEREUM | SFI-ETH
MATIC | XSUSHI-USD
ARBITRUM | FEI-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/
",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of February 22nd, 2023:

BSC | BNX-USD

The following Data Feeds will no longer be supported as of March 8th, 2023:

BSC | DYDX-USD
BSC | FLOKI-USD
BSC | XCN-USD
ETHEREUM | C98-USD
ETHEREUM | ZCN-ETH
ETHEREUM | GNO-ETH
ETHEREUM | DATA-ETH
ETHEREUM | WOO-ETH
MATIC | DEFI-DOZEN-INDEX
MATIC | MCAP-USD
MATIC | PAX-USD
MATIC | QNT-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/
",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of February 22nd, 2023:

BSC | MIR-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of March 1st, 2023:

ETHEREUM | TOKE-USD
MATIC | KWD-USD
MATIC | OMR-USD
MATIC | BHD-USD
MATIC | SAR-USD
MATIC | TOKE-USD
MATIC | BTG-USD
AVALANCHE | DYDX-USD
ARBITRUM | TRIBE-USD
ARBITRUM | TOKE-USD
FANTOM | OHMV2-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of February 8th, 2023:

ETHEREUM | WOM-ETH 
ETHEREUM | CTX-USD
MATIC | KEEP-USD 
MATIC | NU-USD
MATIC | POLY-USD
MATIC | REP-USD
MATIC | PICKLE-USD
MATIC | CTX-USD
BSC | USDN-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
CHAINLINK,Discord,"The smart contract ecosystem is constantly evolving, whether it be from dApps migrating to 
layer-2 networks or adopting alternative blockchains, fluctuating gas costs due to network congestion, or the evolution of dApps across a variety of use cases. As a result, Data Feeds within the Chainlink ecosystem are continuously evaluated for their usage and economic viability across all the blockchains and layer-2 networks they are deployed on.

Data Feeds without publicly known active users may be scheduled for deprecation. Doing so not only helps preserve blockchains as public goods by optimizing blockspace usage, but it helps reduce unnecessary costs incurred by Chainlink node operators. This process is part of a broader ecosystem shift towards Chainlink Economics 2.0, designed to maximize the adoption of the Chainlink protocol while optimizing for cost-efficiency and long-term economic sustainability. Over time, new Data Feeds may be launched or relocated to alternative blockchains/layer-2s that better reflect current user demand.

The following Data Feeds will no longer be supported as of January 26, 2023:

ETHEREUM | AMP-USD
ETHEREUM | USDN-USD

More information associated with Data Feeds is available in the Chainlink Documentation  https://docs.chain.link/docs/data-feeds/deprecating-feeds/",1,technical update,
ARBITRUM,Twitter,"To learn more about what the #ArbitrumDAO Security Council is, what it means to be apart of it, and the responsibility of choosing the appropriate nominees, please attend tomorrows AMA! 💙🧡

📍 https://twitter.com/i/spaces/1rmxPMLDkMEKN

🗓️ Sept 21st | 9:30am ET",,,
ARBITRUM,Twitter,.#DevconnectSpaces is live with Arbitrum and @stonecoldpat0 💙,,,
ARBITRUM,Twitter,https://twitter.com/arbitrum/status/1704524754672107878,,,
ARBITRUM,Twitter,"Community-ran campaigns running alongside the Odyssey will be posted to the Arbitrum Odyssey Portal page! 💙 🧡 (subject to approval) 
🌐: http://portal.arbitrum.io/odyssey
And it looks like our frens at @traderjoe_xyz are already cooking something up..👩‍🌾",,,
ARBITRUM,Twitter,"The Arbitrum ecosystem just got a whole lot easier to explore, with a huge new update to the Arbitrum Portal!
Explore the Portal, a gateway to over 600 apps on Arbitrum One & Nova. 💙🧡
Welcome to the leading @ethereum ecosystem:🌐https://portal.arbitrum.io
",,,
ARBITRUM,Twitter,"Exciting to see @centrifuge, the pioneer in real world assets, expand it's liquidity pools to 
@Arbitrum! ",,,
ARBITRUM,Twitter,"Next week the Arbitrum Odyssey returns. REIGNITED 🔥 
In collaboration with 
@Galxe, you’ll go through a 7-week onchain excursion that’ll have you completing missions and exploring 13 communities living on #ArbitrumOne !
You’ll be able to collect custom badges that mark checkpoints throughout your journey.
https://arbitrumfoundation.medium.com/arbitrum-odyssey-reignited-a98f627d42ef
The following 13 projects are included in the Arbitrum Odyssey: Reignited
@GMX_IO🫐
@AboardExchange📘
@tofuNFT⬜ 
@Uniswap🦄
@OfficialApeXdex🦍
@1inch🌈 
@PremiaFinance💎
@BreederDodo🦤
@Swapr_dapp🔄
@Treasure_DAO✨
@BattleFlyGame🦋
@handle_fi🐵 
@SushiSwap🍣

Thread: https://twitter.com/arbitrum/status/1704173003825615353

",,,
ARBITRUM,Twitter,https://twitter.com/arbitrum/status/1704162613909750069,,,
ARBITRUM,Twitter,Join us in this conversation about Gaming 💙🕹️,,,
ARBITRUM,Twitter,https://twitter.com/arbitrum/status/1703830838356394184,,,
ARBITRUM,Twitter,"#ArbitrumSepolia test-net chain parameters 👇

chain ID: 421614  
rpc: https://sepolia-rollup.arbitrum.io/rpc

block explorer: https://sepolia-explorer.arbitrum.io
 faucet: https://faucet.quicknode.com/arbitrum/sepolia
",,,
ARBITRUM,Twitter,"The first-ever Orbit Chain Chinese AMA is scheduled for September 19th at 8am EST, with 
@XAI_GAMES
 as a guest speaker on 
@arbitrum_cn
 🎙️

📍 https://twitter.com/i/spaces/1djGXNejPoXxZ

Don't miss out on this opportunity to learn more about the games coming to XAI and its test-net campaign!",,,
ARBITRUM,Twitter,https://twitter.com/arbitrum/status/1703801547015004311,,,
ARBITRUM,Twitter,"We’re excited to have discussions next week with several projects building, and growing the ecosystem! 💙🧡

Set your reminders below 👇 #ArbitrumAMA
https://twitter.com/arbitrum/status/1703771279604457951
",,,
ARBITRUM,Twitter,"Happy Monday! We're back with our Weekly Arbinaut! 
For our 21th edition, we highlight ecosystem developments, community news and welcome exciting projects launching on Arbitrum last week!  🗞 
Let's dive in! 🧵
https://twitter.com/arbitrum/status/1703771600540037298",,,
ARBITRUM,Twitter,"Nominee Selection (Phase 1) for the Security Council election has officially begun! 🙋💙

You can now:
Register as a nominee, or
Vote on existing nominees!
-You can access the elections via Tally here:
https://tally.xyz/gov/arbitrum/council/security-council
-Nominate here:
https://forum.arbitrum.foundation/t/how-to-register-as-a-nominee/16364

https://twitter.com/arbitrum/status/1703099948391161955",,,
ARBITRUM,Twitter,"We're LIVE with 
@KaijuCards!
https://youtube.com/watch?v=975HLE772oY",,,
ARBITRUM,Twitter,"Congratulations to everyone who participated in ‘The Future of Blockchain University Hackathon’! We saw so much innovation over the last month, and can’t wait to see what these talented builders do in the future!

Full details: https://blog.encode.club/future-of-blockchain-university-hackathon-prizewinners-and-summary-d2e7e7cc819b

Big thanks to @encodeclub!",,,
ARBITRUM,Twitter,"Players Gonna Play: Kaiju Cards

Join us today for an exciting playthrough with 
@KaijuCards
! 💙🧡

🗓️September 15th | 1:30pm ET 
📍https://youtube.com/watch?v=975HLE772oY

🎙️Hosted by 
@eli_defi",,,
ARBITRUM,Twitter,Exciting to see that @summerfinance_ has landed in the Arbitrum ecosystem ,,,
ARBITRUM,Discord,"Time to select the nominees for the Security Council Election!:arbiblobblue: 

The Security Council, is a vital part of the Arbitrum ecosystem and consists of 12 members, where any 9 of whose signature is required to authorize an emergency upgrade.
Security Council Elections are held every 6 months, and allow the DAO to elect new Security Council members.

You can now
🙋‍♀️ 🙋 🙋‍♂️  Register as a nominee, or
🗳️ Vote on existing nominees!

This phase runs for a week from today to 22nd September, so be sure to check out the Security Elections page (https://www.tally.xyz/gov/arbitrum/council/security-council) to either register or vote on the nominees!

Read more about the Nominee Selection phase here:
Tl;dr 🧵 https://x.com/arbitrum/status/1703099948391161955?s=20
Forum post https://forum.arbitrum.foundation/t/how-to-register-as-a-nominee/16364

Happy  governing and selecting your nominees Arbinauts!",,,
ARBITRUM,Discord,"Announcements from the #ArbitrumDAO:arbiblobblue: 
The Arbitrum on Gitcoin Grant Funding Fest is LIVE; there are 3 days left to apply!

We’re excited to announce that the first onchain grant program is LIVE on Arbitrum One with over 100.000k $ARB to be distributed to the applicants across four domains:

🎮Gaming                                                                          14.5k $ARB
💻Developer tooling on Nova                                      24k $ARB
💡New Protocol ideas                                                   50k $ARB
📚Education, community growth & Events             12.5k $ARB

If you’re a builder, dev, gamer, educator, or community supporter in the Arbitrum ecosystem, this is an excellent chance to make your project known to the larger Arbitrum and web3 community. 

The program has two phases:

For The grant application phase, apply until 19.09

Apply here: https://grants.gitcoin.co/ and choose your domain!

The donations phase.
The program goes live on 19.09 at 12:00 PM UTC. In this phase people will be able to donate to your projects, a donation = a  vote, and the more votes you get, the more matching funds you will get! 

The grant program uses Quadratic Funding to allow the Arbitrum community to vote on what’s important for them. Projects that get selected and get a lot of attention will also have a higher chance of getting funded by the other DAO grant funding initiatives

All the information about the grant program is here: https://www.notion.so/Welcome-to-the-Arbitrum-on-Gitcoin-Grant-Funding-fest-GovMonth-57dc896b3a1643879674ec7d909fed70

Join their telegram group for more info and to chat with us: https://t.me/ArbitrumonGitcoinGrantsFEST

Happy governing :arbiscroll:",,,
ARBITRUM,Discord,"Gm and Happy Governing!:arbiflame: 
Tomorrow, the #ArbitrumDAO will share about the Grant Funding Round with Gitcoin!💙 

Join our Spaces to hear how to apply and all the details around it!

🗓️ Thursday 14th Sep, 2:30 PM EST
📍https://twitter.com/i/spaces/1gqGvyrEkYjKB

See you there!",,,
ARBITRUM,Discord,"Gm ArbitrumDAO!:arbiflame: 

Here are some exciting proposals and discussions in governance land worth flagging:
⚡️Snapshot (https://snapshot.org/#/arbitrumfoundation.eth):

4 Domain Allocator Elections for the Arbitrum DAO Grants program by Questbook!

Arbitrum Short-term Incentive Program
(https://snapshot.org/#/arbitrumfoundation.eth/proposal/0x5e0057920df9a278918e4de4ee1e6de7e2415d2af985e40a6c7a1a4b47a4ce01)

💬 Forum:
Resources for the upcoming Security Council Elections! (https://forum.arbitrum.foundation/c/security-council-elections/12)

Fund Atoma’s project, a Growth & Communications proposal for Arbitrum(https://forum.arbitrum.foundation/t/proposal-fund-atomas-project-a-growth-communications-proposal-for-arbitrum/16165)2.)

Allow the PL-ARB Grant Safety Multisig to trade ARB for a sequencer fee ETH(https://forum.arbitrum.foundation/t/proposal-non-constitutional-allow-the-pl-arb-grants-safety-multisig-to-trade-arb-for-sequencer-fee-eth/16223)3.>

Proposal to Activate ARB Staking (https://forum.arbitrum.foundation/t/request-for-comment-proposal-to-activate-arb-staking/16240)

⚙️ Tooling:
Separately, a status page for Arbitrum mainnet and testnet chains is live (https://status.arbitrum.io/)! This page covers status and maintenance information for Arbitrum Networks including: Arbitrum One, Arbitrum Nova, and Arbitrum Goerli. Statuses of the Stylus (https://twitter.com/OffchainLabs/status/1696616432812036176) testnet is included too!

Happy Governance!:arbiblobblue:  ",,,
ARBITRUM,Discord,"Gm ArbitrumDAO!:arbiflame: 

We have a space to discuss the Governance Month and Grants Program in one hour!⏲️ 

🗓️ 5th September 2023, 1:00 PM ET
📍 https://twitter.com/i/spaces/1BRKjZgaBBvKw?s=20
🫡 Hosting: @eli_defi | Arbitrum 

#GovMonth,  see you there! @✨ DAO Maxi",,,
ARBITRUM,Discord,"Hey ArbitrumDAO! 

:offchain: Offchain Labs recently released the code https://github.com/OffchainLabs/stylus and public testnet for Arbitrum Stylus! :Stylus: 

What is Stylus?👇

Arbitrum Stylus allows developers to use both traditional EVM tools and WASM-compatible languages like Rust, C, and C++ to build applications on Arbitrum Nitro chains!

Stylus dramatically lowers gas costs and enables new resource-intensive blockchain usecases like alternative signature schemes, larger generative art libraries, C++ based gaming, and compute-heavy AI models that were previously impractical.

What's next on the DAO front?👇

Since Arbitrum One and Arbitrum Nova are DAO-governed, it will be up to the DAO to vote on upgrading these chains to include Stylus support.

Resources:
:Twitter: tl;dr thread https://twitter.com/OffchainLabs/status/1697232817934221569
:Medium_logo: Medium articlehttps://medium.com/offchainlabs/stylus-now-live-one-chain-many-languages-eee56ad7266d
:youtube: YouTube recording https://www.youtube.com/watch?v=Whefhca1Fmk by @Rachel 💙 | Offchain Labs | Stylus Tech Lead at Offchain Labs
",,,
ARBITRUM,Discord,"ArbitrumDAO Grants!:arbiflame: 💙

Join us today, in 2 hours, to discuss the DAO Grants initiatives that will be running alongside the Foundation Grants!
If you are a builder, know a builder, or are thinking about building anything in the Arbitrum ecosystem, join us as Gitcoin is to fund Arbitrum builders! 

🗓️ 23rd August 2023, 1:00 PM ET
📍 https://twitter.com/i/spaces/1ynJOalrYykKR?s=20
🫡 Hosting: @eli_defi | Arbitrum ",,,
ARBITRUM,Discord,"Security Council Elections AMA 💙

Today, we are having a space with Offchain Labs, for them to walk us through the implementation on chain smart contract suite for a secure on chain election system.

🗓️ 4th August 2023, 2:30 PM ET
📍 https://twitter.com/i/spaces/1yoKMZwjVODGQ?s=20",,,
ARBITRUM,Discord,"The following constitutional proposal to update the security council election date is now live on snapshot!👇:arbblue: :one~1: :nova: 

https://snapshot.org/#/arbitrumfoundation.eth/proposal/0x5e43fdcaa085476a7be4fb638dd57f7b3f6b708fbbbe1380e54da126c7a095d2

The motivation to change the election’s start date is to provide time for the implementation to be completed, security audits to be performed, for the community to gain confidence in the quality of its implementation & for the Arbitrum DAO to vote on a separate Constitutional AIP to install an on-chain election system.",,,
